City,County,id,DateAdded,Price,Exterior color,Bedrooms,Bathrooms,Floors,waterfront,View,Condition,Grade,Sqft_living,Sqft_lot,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,timedelta,Country,Country-ISO,Full-State,State,lat,long,NeighborhoodName,ZipCode
,,322059097,2014-11-05,269900,gray,3,1,1,False,0,5,7,1420,22100,1420,0,1957,0,-2.4426422402430563,USA,USA,,,45.061132,-92.954847,,08234
Toronto,,3902300210,2014-07-15,607000,blue,4,2,1,False,0,4,8,2150,16728,1240,910,1982,0,-0.3188029651041667,Canada,CAN,,,48.440020000000004,-85.79673000000001,Birch Lake,T1G 7Y6
Atikokan,,8964800975,2014-07-31,1650000,white,4,2,1,False,3,4,9,3190,14904,1940,1250,1949,1992,10.85973120064815,Canada,CAN,,,48.47118,-91.88797,Your Lake,K8R 6R5
Maud,Bowie,5198600005,2015-05-05,195000,light pink,3,1,1,False,0,4,7,1200,7800,1200,0,1958,0,4.171200819861111,USA,USA,Texas,TX,33.35504,-94.48226700000001,,43512
Berlin,,3977630270,2014-11-13,206990,yelow,3,1,1,False,0,5,6,1330,9620,1330,0,1976,0,10.137790582384259,Germany,DEU,,,50.219879999999996,11.86748,Posterlitz,15520
Berlin,,5589900400,2014-12-05,338000,white,4,1,1,False,0,4,6,1790,17925,1790,0,1951,0,10.46574555563658,Germany,DEU,,,47.73333,9.58333,Senglingen,13668
Berlin,,1526059051,2014-08-28,995000,yelow,2,2,1,False,0,3,7,1600,64468,1600,0,1950,0,6.302074016956017,Germany,DEU,,,50.64524,7.63215,Neitzert,74503
Clintonville,Venango,6865200095,2014-10-24,725000,gray,3,2,1,False,0,4,7,2110,5800,1990,120,1927,0,0.3623976869907408,USA,USA,Pennsylvania,PA,41.20022,-79.87338000000001,,33905
Halifax,,9189700255,2015-01-05,165000,yelow,3,1,1,False,0,4,6,970,7503,970,0,1967,0,4.113333291099536,Canada,CAN,,,44.366859999999996,-64.94879,Beaver Brook,E4B 2A3
Toronto,,3763300005,2014-05-20,325000,light blue,4,2,1,False,0,4,7,1870,9680,1170,700,1959,0,6.982618936597222,Canada,CAN,,,45.0834,-74.83259,Cornwall,L7B 3C5
Toronto,,9482700455,2014-10-21,696500,light blue,4,2,1,False,0,5,7,2540,4400,1630,910,1925,0,5.9781267833680545,Canada,CAN,,,46.44475,-72.2899,Ruisseau Ouillasse,G3Z 9R4
St_Johns,,3332500095,2014-10-07,399000,white,3,2,2,False,0,3,7,1800,3300,1690,110,2004,0,3.3305512662847216,Canada,CAN,,,47.733309999999996,-58.31522,Friar Head,T8L 4N1
Berlin,,4083306620,2014-07-28,565000,black,3,1,1,False,0,3,7,1720,2218,1270,450,1931,2003,0.5332705993981481,Germany,DEU,,,54.271190000000004,13.14409,Deviner Bucht,69100
Vancouver,,4363700365,2014-08-01,429000,light gray,4,2,1,False,0,4,6,2100,7920,1400,700,1916,0,-1.172790079803241,Canada,CAN,,,54.93529,-129.97727,Clemas Point,B2N 5X6
Toronto,,4029400080,2015-04-06,383000,light pink,4,2,1,False,0,3,7,1850,8310,1200,650,1962,0,-0.2952449979050926,Canada,CAN,,,43.261520000000004,-79.07627,Lieu historique national du Canada du Phare-de-la-Pointe-Mississauga,J2K 1K1
Berlin,,6187700175,2014-12-23,440000,Null,3,1,1,False,0,5,7,1640,8529,1640,0,1951,0,1.3246786321527781,Germany,DEU,,,49.7225,10.11974,Klingenwald,89482
Rising Sun,Ohio,3723800409,2014-05-07,568000,white,3,2,1,False,0,3,8,2350,5080,1780,570,1929,0,0.5837595117476853,USA,USA,Indiana,IN,38.956666999999996,-84.880676,,21117
Windsor,Dane,3260810260,2015-05-05,375000,black,3,2,2,False,0,3,8,2050,7205,2050,0,2000,0,5.62485677988426,USA,USA,Wisconsin,WI,43.214121,-89.34146899999999,,95008
Edmonton,,2623029003,2014-12-16,635000,gray,3,1,1,True,1,4,7,1940,167125,1480,460,1955,0,5.261068718773148,Canada,CAN,,,53.62639,-114.72806000000001,Isle Lake,J0X 3M4
Redfield,Dallas,2206500430,2014-07-09,525000,light gray,4,1,1,False,0,4,7,1710,10440,1710,0,1955,0,1.6381306912268518,USA,USA,Iowa,IA,41.587348999999996,-94.18973299999999,,20601
Bouckville,Madison,7972600860,2014-12-10,345000,light blue,4,1,1,False,0,3,7,1550,7620,1550,0,1957,0,5.6944891530092585,USA,USA,New York,NY,,,,
Corinth,Saratoga,3584000310,2014-12-08,225000,gray,3,1,1,False,0,4,7,1430,8505,1430,0,1968,0,1.983270992581019,USA,USA,New York,NY,43.242569,-73.836901,,60103
Shamrock,Wheeler,4019300155,2014-08-21,911100,light blue,4,3,2,False,0,5,8,3330,33826,3330,0,1924,0,10.66584904320602,USA,USA,Texas,TX,,,,
Hoffman Estates,Cook,1432400525,2015-03-06,195000,black,3,1,1,False,0,5,6,1430,7560,1430,0,1958,0,3.192865018101852,USA,USA,Illinois,IL,42.048052,-88.10469599999999,,07666
St_Johns,,1250201165,2014-11-21,441000,yelow,5,2,1,False,0,3,6,2000,3600,1150,850,1987,0,5.648342546643517,Canada,CAN,,,47.566590000000005,-52.79805,Triangle Pond,K7A 0H1
Crossville,De Kalb,2473002850,2015-01-13,515000,light pink,5,2,1,False,0,5,8,3810,15916,3810,0,1967,0,3.0190253289583335,USA,USA,Alabama,AL,34.258784000000006,-86.030575,,01826
Berlin,,3395800155,2014-08-05,250000,white,3,1,1,False,0,3,6,990,8100,990,0,1949,0,0.5567688254398149,Germany,DEU,,,50.6426,11.69031,Posen,32488
Halifax,,6300500476,2015-04-15,420000,light pink,3,2,3,False,0,3,8,1509,1114,1509,0,2014,0,10.029342699548609,Canada,CAN,,,44.05015,-65.53213000000001,Jeff MacKays Hole,B4V 9X7
Santa Fe Springs,Los Angeles,1441800030,2014-07-06,395000,blue,3,1,1,False,0,3,8,1480,7700,1480,0,1975,0,-0.8902752864004629,USA,USA,California,CA,33.946407,-118.083801,,33020
Berlin,,2781270210,2015-02-24,209900,white,2,2,2,False,0,3,6,1180,3003,1180,0,2005,0,-1.4195500076388892,Germany,DEU,,,51.52922,13.29677,Bönitz,60251
Halifax,,123039333,2014-06-09,240000,gray,4,1,1,False,0,3,6,1910,16320,1910,0,1934,0,0.9198987085532409,Canada,CAN,,,44.458259999999996,-63.58245,Sallys Beach,G8K 2S7
Winnipeg,,1239400650,2014-11-07,1242000,light pink,4,3,1,False,2,3,11,4700,10183,2660,2040,2002,0,-1.462512777141204,Canada,CAN,,,49.74593,-94.67089,War Eagle Lake,K8R 1J7
Toronto,,3052700385,2015-04-14,765000,yelow,4,2,2,False,0,3,9,2030,2222,1610,420,2015,0,-2.8473269613541667,Canada,CAN,,,48.53346,-81.49984,Twentythree Mile Creek,E1J 2H8
Toronto,,3123039042,2014-12-23,383000,yelow,3,1,1,False,0,4,7,1400,14850,1400,0,1910,0,0.1822069649421296,Canada,CAN,,,46.14817,-83.88493000000001,Brown's Bay,E5P 9R0
Lake Grove,Suffolk,1000102,2014-09-16,280000,gray,6,3,2,False,0,3,7,2400,9373,2400,0,1991,0,-0.7830991233449074,USA,USA,New York,NY,40.856681,-73.11675100000001,,11743
Marshes Siding,Mccreary,2126079046,2015-04-07,390000,white,3,1,1,False,0,3,7,1220,216332,1220,0,1981,0,1.878394269594908,USA,USA,Kentucky,KY,36.743611,-84.48083299999999,,30030
Chaplin,Windham,7787120500,2015-05-04,515055,white,4,2,2,False,0,3,8,2400,8320,2400,0,1999,0,3.050647191203704,USA,USA,Connecticut,CT,41.802584,-72.137197,,34952
Toronto,,9264450550,2014-05-20,329995,gray,4,2,2,False,0,3,8,2303,3680,2303,0,2013,0,10.896673460462962,Canada,CAN,,,47.61222,-72.36194,Lac Édouard,H7N 2Y2
Toronto,,7600136,2014-07-18,411000,blue,2,2,2,False,0,3,9,1130,1148,800,330,2007,0,10.282644397256949,Canada,CAN,,,45.56677,-72.51581999999999,Roxton Falls,H7X 4G0
Berlin,,9558021010,2014-10-03,381000,white,4,2,2,False,0,3,8,2130,6003,2130,0,2003,0,-1.4223465125,Germany,DEU,,,48.82506,12.88735,Hackerweiher,46595
Cedarville,Modoc,3204800200,2015-01-08,665000,light gray,4,2,2,False,0,5,8,3320,10574,2220,1100,1960,0,-0.6765050268981482,USA,USA,California,CA,41.475871000000005,-120.151551,,23111
Berlin,,5072420040,2014-09-10,549950,yelow,3,2,1,False,0,3,8,2080,8690,1430,650,1974,0,3.1964050917708335,Germany,DEU,,,47.63389,11.68083,Buchstein,65782
Toronto,,7015201015,2014-10-28,879000,black,3,3,1,False,0,4,9,3030,5156,2080,950,1929,0,10.69311929731481,Canada,CAN,,,46.533359999999995,-84.18324,Point Charles,K6A 8K0
Reliance,Lyman,2324039069,2014-08-22,463000,light pink,2,1,2,False,1,4,7,1250,5650,1250,0,1943,0,-2.336323047569445,USA,USA,South Dakota,SD,43.830241,-99.485668,,24012
Custer,Breckinridge,7972601950,2014-06-17,379900,light blue,5,3,2,False,0,3,7,2800,7350,2800,0,1995,0,0.4145559724305555,USA,USA,Kentucky,KY,37.742593,-86.271006,,83301
Toronto,,2114700368,2014-11-18,299000,gray,2,2,2,False,0,3,8,1400,1262,1160,240,2008,0,-1.1447396811689818,Canada,CAN,,,49.737559999999995,-64.00349,Lac Colas,J5W 2C6
Oak Island,Lake Of The Woods,1086100100,2014-08-11,476500,light pink,3,1,2,False,0,4,7,1060,8625,1060,0,1962,1997,5.144284797824074,USA,USA,Minnesota,MN,49.313466,-94.849209,,42431
Bonanza,Uintah,345700040,2014-07-29,315000,light blue,2,1,2,False,0,4,7,1010,7338,1010,0,1981,0,8.337786629560185,USA,USA,Utah,UT,40.021111,-109.176667,,43147
Templeton,Benton,5113260040,2014-10-16,240000,yelow,3,2,1,False,0,3,7,1100,6360,1100,0,1991,0,10.92631265885417,USA,USA,Indiana,IN,40.512778000000004,-87.207778,,12180
Toronto,,7856570190,2014-08-22,870000,white,4,2,2,False,0,4,10,3410,23000,3410,0,1982,0,10.189464352638891,Canada,CAN,,,48.95365,-70.17479,Lac Robert-Murray,B1E 9L7
Toronto,,3905120610,2014-06-25,578000,white,4,2,2,False,0,3,8,2070,5415,2070,0,1996,0,1.003065103993056,Canada,CAN,,,49.57778,-73.43778,Lac Hôtesse,L9N 1J8
Toronto,,6738700005,2014-05-29,395000,gray,2,1,1,False,0,4,6,1320,1824,1320,0,1909,0,8.52581748199074,Canada,CAN,,,46.31199,-74.46710999999999,Petit lac Poisson,H8Y 7N6
Berlin,,1094000030,2014-12-15,429950,white,4,2,1,False,0,3,8,1740,10875,1740,0,1967,0,2.501795287881944,Germany,DEU,,,,,,
Berlin,,8898700960,2014-06-20,329950,light pink,3,2,2,False,0,3,7,1820,8085,1820,0,1983,0,0.3926531576388889,Germany,DEU,,,51.12765,8.44283,Forst Girkhausen,65726
Berlin,,6699000610,2014-08-11,305000,white,3,2,2,False,0,3,8,2460,5027,2460,0,2002,0,-1.9207677627546298,Germany,DEU,,,50.34212,12.08917,Grünpöhl,97545
Berlin,,9407600070,2015-03-19,290000,white,3,2,1,False,0,3,7,1310,6265,1310,0,1988,0,-1.2989962363657408,Germany,DEU,,,48.83538,9.19304,Immanuel-Grötzinger-Haus,83674
Union,Mchenry,6381500700,2014-11-05,365000,white,4,1,1,False,0,3,6,1590,7085,1590,0,1944,0,9.897615602245368,USA,USA,Illinois,IL,42.210274,-88.528295,,55987
Fort Dick,Del Norte,795000885,2014-10-01,283000,light pink,3,1,1,False,0,3,7,1740,5247,1270,470,1947,0,1.2373052293287041,USA,USA,California,CA,41.8382,-124.166,,06511
Rankin_Inlet,,452002135,2015-04-22,1070000,light blue,4,2,2,False,0,3,9,2740,5000,2740,0,2012,0,10.53499601179398,Canada,CAN,,,76.73501999999999,-96.98518,Cape Sir John Franklin,B1E 2N0
Proctor,Comanche,326069132,2015-02-20,643000,yelow,3,1,1,False,0,3,7,1780,214315,1780,0,1954,0,1.620971614039352,USA,USA,Texas,TX,31.987221999999996,-98.42944399999999,,02816
Elgin,Wabasha,3204300705,2014-05-15,575000,light gray,2,1,1,False,0,3,7,1490,6000,1090,400,1946,0,9.041168892789349,USA,USA,Minnesota,MN,44.135837,-92.253493,,37160
Edmonton,,1432700880,2015-04-09,280000,light pink,2,1,1,False,0,3,6,1150,12861,1150,0,1959,0,1.7278194254282409,Canada,CAN,,,53.10006,-117.76906000000001,Utopia Mountain,E4X 9X8
Mar Lin,Schuylkill,7616800350,2015-04-12,285750,light pink,3,2,1,False,0,3,8,1960,17126,1400,560,1966,0,9.245792587071758,USA,USA,Pennsylvania,PA,40.678333,-76.24555600000001,,10977
Halifax,,821049123,2014-10-28,389000,green,4,2,2,False,0,3,10,2420,9147,2420,0,1998,0,6.914312811238426,Canada,CAN,,,44.60015,-65.36551999999999,Uhlman Meadow Brook,G6E 6M3
Brian Head,Iron,2582500110,2014-10-07,305000,white,4,2,2,False,0,3,7,2230,6487,2230,0,2003,0,6.658848649479166,USA,USA,Utah,UT,37.698465,-112.843698,,21009
Minnie,Floyd,7905370390,2014-10-09,475000,Null,5,2,1,False,0,3,7,2340,7200,1300,1040,1975,0,-0.2949895036458333,USA,USA,Kentucky,KY,37.472221999999995,-82.75416700000001,,08043
Whitleyville,Jackson,9455200596,2015-01-14,357500,light blue,3,1,1,False,0,3,6,1450,8100,1450,0,1952,0,-1.015071594837963,USA,USA,Tennessee,TN,36.515839,-85.68987299999999,,70605
Berlin,,1443500385,2014-05-13,155000,white,2,1,1,False,0,3,6,910,6232,910,0,1943,0,10.73537559902778,Germany,DEU,,,51.05079,13.590520000000001,Steinhübel,49182
Berlin,,2742100085,2014-11-04,449500,white,6,4,1,False,0,3,7,2280,5275,1270,1010,1998,0,7.844374933032408,Germany,DEU,,,48.72606,10.32762,Mahd,98662
Catasauqua,Lehigh,2767603250,2015-03-09,622000,light pink,3,2,3,False,0,3,8,1550,1919,1550,0,2003,0,9.182556559444443,USA,USA,Pennsylvania,PA,40.655696,-75.46927,,15108
Onamia,Mille Lacs,3856904970,2014-08-18,469000,light blue,2,1,1,False,0,3,6,1120,4284,730,390,1921,0,6.079314388819443,USA,USA,Minnesota,MN,46.09022,-93.68668000000001,,29461
Berlin,,7701930180,2014-11-10,600000,blue,4,3,2,False,0,3,10,4300,70407,2710,1590,1992,0,8.481351522777778,Germany,DEU,,,48.367329999999995,12.7325,Hammersbach,15722
Marion,Union,1794500383,2014-06-26,937000,yelow,3,1,2,False,0,3,8,2450,2691,1750,700,1915,0,6.162401673587962,USA,USA,Louisiana,LA,32.888155,-92.25706,,55316
Colusa,Colusa,2810600015,2015-04-27,400000,light blue,2,1,1,False,0,3,7,910,4000,910,0,1918,0,4.225326856516204,USA,USA,California,CA,39.21311,-122.011563,,33880
Garrison,Millard,2130702075,2014-09-26,316000,white,3,1,1,False,0,4,6,1010,7838,1010,0,1977,0,5.1781594163888895,USA,USA,Utah,UT,39.074382,-113.89485800000001,,06051
Bathgate,Pembina,1432600100,2014-09-24,218000,yelow,3,1,1,False,0,4,6,1140,7560,1140,0,1958,0,-0.8111028436458333,USA,USA,North Dakota,ND,48.868632,-97.483215,,32303
Lyons,Boulder,3625059143,2014-09-03,600000,Null,3,2,2,False,1,4,8,2100,8276,2100,0,1979,0,9.360164791435183,USA,USA,Colorado,CO,40.235715,-105.323071,,08021
Berlin,,7205510370,2014-11-24,304500,white,3,2,1,False,0,3,7,1790,6930,1390,400,1974,0,9.130528746620369,Germany,DEU,,,54.01535,10.500630000000001,Heuerstubben,12549
Toronto,,5018200110,2014-09-22,287000,light pink,4,2,1,False,2,4,7,2270,11997,1540,730,1959,0,2.4500973532291668,Canada,CAN,,,47.522079999999995,-84.73799,Pilot Lake,H7P 1A4
Winnipeg,,1826049430,2014-05-20,372500,light pink,4,1,2,False,0,4,7,1590,10523,1590,0,1922,0,2.8916396330902785,Canada,CAN,,,49.93334,-92.51700000000001,Bluett Creek,V2A 5P0
Berlin,,7811220070,2014-09-10,490000,light gray,3,1,1,False,0,4,8,1510,11120,1510,0,1984,0,3.373336582789352,Germany,DEU,,,53.836209999999994,13.09037,Strehlower Bach,98066
Berlin,,619079061,2014-06-19,335000,white,4,2,1,False,0,4,7,2030,103672,2030,0,1969,0,8.31410347375,Germany,DEU,,,47.959990000000005,11.41934,Wadlhausen,31632
Fort_Nelson,,9542100085,2014-10-28,940000,white,4,2,1,False,0,5,9,2800,18673,1650,1150,1965,0,7.951397836064816,Canada,CAN,,,59.24991,-121.50306,Etsho Plateau,E5N 9T5
Berlin,,7851990240,2014-07-17,771150,light blue,4,3,2,False,0,3,10,3950,12320,3950,0,2001,0,1.093268942291667,Germany,DEU,,,49.105779999999996,9.48465,Neuhütten,23457
Lafayette Hill,Montgomery,3883800011,2014-11-05,82000,light pink,3,1,1,False,0,3,6,860,10426,860,0,1954,0,5.74879073255787,USA,USA,Pennsylvania,PA,40.089597,-75.260052,,48047
Lenzburg,Saint Clair,2287000010,2014-07-10,713400,yelow,3,2,1,False,0,4,8,1810,9845,1810,0,1959,1991,4.204921461550927,USA,USA,Illinois,IL,38.295003,-89.792202,,33020
Edmonton,,9578500820,2014-11-25,424950,light gray,4,3,2,False,0,3,8,3266,5398,3266,0,2014,0,2.3327818382175933,Canada,CAN,,,51.49194,-116.03917,Little Baker Lake,L4P 0E7
Bushton,Rice,4345000510,2015-04-28,325000,white,3,2,2,False,0,3,7,1800,8518,1800,0,1996,0,8.095188781203703,USA,USA,Kansas,KS,38.501836,-98.401629,,08759
Blanchard,Traill,3123039063,2014-09-08,303000,red,2,1,1,False,0,4,6,1100,27007,1100,0,1943,0,4.326741393599537,USA,USA,North Dakota,ND,47.353664,-97.262079,,44035
Fruitland,Duchesne,6204420070,2015-05-01,452000,white,4,1,1,False,0,3,7,1570,8268,1570,0,1979,0,4.377895198912037,USA,USA,Utah,UT,40.212778,-110.838889,,07501
Darlington,Darlington,4442800008,2014-09-26,369000,white,3,2,3,False,0,3,8,1340,1480,1340,0,1997,0,6.624967603761574,USA,USA,South Carolina,SC,34.300294,-79.873221,,46123
Toulon,Stark,622059019,2014-09-19,220000,black,5,1,1,False,0,3,7,1830,94960,1830,0,1929,0,8.154111939421295,USA,USA,Illinois,IL,,,,
Skandia,Marquette,1160000115,2015-03-04,401000,light gray,4,1,1,False,0,3,8,3010,12523,1780,1230,1952,0,-0.0453861794675926,USA,USA,Michigan,MI,46.349049,-87.248094,,35173
Hooper,Whitman,3630120050,2014-06-25,565000,yelow,2,1,1,False,0,3,9,1670,4008,1670,0,2005,0,2.70828974255787,USA,USA,Washington,WA,46.754444,-118.14694399999999,,29464
Hillister,Tyler,7936000252,2015-05-11,521000,black,2,1,1,False,3,4,6,1050,7500,1050,0,1910,0,9.913072360439816,USA,USA,Texas,TX,30.689911,-94.407588,,17050
Berlin,,9547204675,2014-10-24,538000,yelow,2,1,1,False,0,3,7,1850,3060,1060,790,1929,1992,4.192389152534721,Germany,DEU,,,51.88333,9.71667,Vorwohler-Berg,23299
Genoa,Wayne,1778500015,2014-10-16,728000,light pink,3,1,1,False,0,3,8,1940,4000,1310,630,1915,0,9.893548918819443,USA,USA,West Virginia,WV,38.088908,-82.46692,,27603
Albion,Marshall,1777500060,2014-07-08,527700,yelow,5,2,1,False,0,4,8,2820,9375,1550,1270,1968,0,6.839125027233798,USA,USA,Iowa,IA,42.11427,-92.98821,,11372
Toronto,,7732410130,2014-05-21,600000,light blue,3,2,2,False,0,4,9,2230,9053,2230,0,1987,0,6.317205227303242,Canada,CAN,,,44.56681,-79.39962,Moons Shoal,G6H 7A1
Halifax,,2211300260,2015-03-13,367000,light pink,3,2,2,False,0,3,8,2828,4050,2828,0,2013,0,4.497510568703704,Canada,CAN,,,44.356359999999995,-65.25777,High Lake,A2B 0T6
Lapaz,Marshall,3362400511,2015-03-04,570000,,3,1,1,False,0,5,6,1260,3328,700,560,1905,0,7.705300343969908,USA,USA,Indiana,IN,41.457778000000005,-86.30888900000001,,29550
Berlin,,2770604410,2014-10-29,608000,light pink,3,2,3,False,0,3,8,1760,1472,1640,120,2006,0,3.077151933622685,Germany,DEU,,,50.44225,7.47197,Heddesdorf,19146
Stonewall,Gillespie,9828702667,2014-05-19,482500,gray,3,2,2,False,0,3,7,1450,1445,980,470,2005,0,8.352475687210651,USA,USA,Texas,TX,30.224921000000002,-98.655468,,84010
Rankin_Inlet,,8011100047,2015-03-06,530000,light blue,4,2,2,False,0,3,10,2740,7872,2740,0,2015,0,0.8839662015277778,Canada,CAN,,,64.12989,-94.52946999999999,Kanangnaaqslirjuaq Island,C1N 0S7
Toronto,,3396820150,2014-05-06,562000,yelow,5,2,2,False,0,3,8,3040,8111,3040,0,1984,0,1.6496827501736107,Canada,CAN,,,45.11403,-79.67075,Redwood,J3T 0P6
,,3630000130,2014-10-28,430000,white,3,2,2,False,0,3,8,1470,1703,1470,0,2005,0,2.630961964537037,Canada,CAN,,,57.251369999999994,-98.83341,Okow Creek,J2L 8H2
Berkey,Lucas,109000040,2015-03-16,305000,light pink,3,1,1,False,0,3,7,1460,7862,1460,0,1965,0,9.173614531400462,USA,USA,Ohio,OH,41.698892,-83.830972,,11729
Horicon,Dodge,3649100103,2015-01-02,475000,pink,4,1,1,False,0,3,7,1910,8775,1210,700,1956,0,-0.4352131464004629,USA,USA,Wisconsin,WI,43.446859,-88.631049,,37076
Hensley,Saline,4318200405,2014-06-20,850000,gray,3,2,2,False,0,3,10,2870,8170,2250,620,1995,0,-2.853050872037037,USA,USA,Arkansas,AR,34.591133,-92.214019,,60148
Berlin,,4217401180,2014-05-30,1365000,white,3,2,1,False,0,4,9,2090,6000,2090,0,1928,0,2.199091810335648,Germany,DEU,,,51.61667,9.88333,Langenbusch,16948
St_Johns,,7749500970,2015-02-26,267500,gray,3,2,1,False,0,4,7,1860,12000,1860,0,1976,0,5.452729030833333,Canada,CAN,,,51.83341,-56.581340000000004,Jim Vincents Pond,G5H 9Y7
Salisbury,Essex,1370804430,2015-03-05,543115,white,2,1,1,False,0,3,8,1380,5484,1030,350,1947,0,2.285299753125,USA,USA,Massachusetts,MA,42.850678,-70.858822,,10952
Dumfries,Prince William,2115510470,2014-12-23,285000,white,4,2,1,False,0,4,8,1960,10400,1220,740,1985,0,2.312895523020833,USA,USA,Virginia,VA,38.911293,-77.930176,,11001
Berlin,,5700002020,2014-07-17,695000,yelow,3,1,1,False,0,4,8,2080,5687,2080,0,1924,0,6.48960390300926,Germany,DEU,,,,,,
Cocoa Beach,Brevard,109210280,2014-11-11,220000,white,4,2,2,False,0,4,8,1950,7280,1950,0,1979,0,5.81537284212963,USA,USA,Florida,FL,28.332451000000002,-80.612066,,54601
Toronto,,7923250090,2015-03-10,1500000,gray,3,3,1,False,4,4,10,3110,9015,1590,1520,1980,0,1.092277446921296,Canada,CAN,,,50.75806,-74.89416999999999,Lac Lezai,N8A 8H8
Mesilla,Dona Ana,540100057,2015-04-28,1208000,gray,4,3,2,False,0,4,9,3250,10949,2940,310,1930,1989,9.256891713449074,USA,USA,New Mexico,NM,32.271667,-106.796667,,98444
Berlin,,625100181,2014-05-08,535000,yelow,4,2,2,False,0,3,8,2280,65836,2280,0,2004,0,-0.1754476930671296,Germany,DEU,,,50.23473,11.81288,Reutlas,58342
Oktaha,Muskogee,8078520310,2015-04-17,278500,green,3,2,1,False,0,3,7,1570,5250,1570,0,1998,0,0.3864736982060185,USA,USA,Oklahoma,OK,35.625014,-95.485591,,48439
Berlin,,8682281480,2014-07-25,592500,white,2,2,1,False,0,3,8,1870,4751,1870,0,2006,0,5.744574393877316,Germany,DEU,,,52.14036,9.27196,Lachem,38372
Toronto,,2561360210,2014-06-03,562100,white,3,2,2,False,0,3,8,2090,12112,2090,0,1983,0,-2.421093053356481,Canada,CAN,,,43.88342,-78.66625,Port Darlington,A1K 2J8
Edmonton,,7324900016,2014-10-21,1450000,yelow,5,3,2,False,0,3,10,4170,9090,4170,0,2008,0,7.322920959305555,Canada,CAN,,,55.30005,-117.25256999999999,New Fish Creek,N1A 6L6
Toronto,,253600180,2015-02-03,427500,light pink,4,2,2,False,0,3,7,2010,6294,2010,0,2000,0,4.515187529421296,Canada,CAN,,,50.15229,-66.2819,Récif Saint-Olaf,J8H 0P2
Alto,Lincoln,952004875,2014-06-02,661000,yelow,4,2,1,False,2,4,8,1990,4600,1420,570,1932,0,0.8400299156597223,USA,USA,New Mexico,NM,33.388333,-105.69,,19454
Winnipeg,,7515000035,2015-04-24,395350,light gray,2,1,1,False,0,4,6,1060,5754,1060,0,1917,0,3.229184429768518,Canada,CAN,,,49.02827,-96.52620999999999,Arbakka Drain,N4X 3E1
Buffalo,Union,4249000100,2015-04-14,803000,blue,4,2,2,False,0,3,9,2790,7673,2790,0,1989,0,1.249430524641204,USA,USA,South Carolina,SC,34.724703000000005,-81.682576,,11419
Toronto,,2050100210,2014-11-17,805000,light pink,3,2,2,False,3,3,10,2690,17461,2690,0,1997,0,5.345246911423611,Canada,CAN,,,46.25888,-81.14692,Bevin Lake,L3V 7V4
Toronto,,2147300050,2014-08-22,462600,light pink,3,2,1,False,0,4,6,1320,4000,1020,300,1940,0,2.147609219386574,Canada,CAN,,,46.226490000000005,-74.49843,Pont Duplessis,H7N 9E7
St_Johns,,1972200139,2015-02-18,622500,white,2,1,3,False,0,3,8,1510,851,1420,90,2013,0,-2.396436810648148,Canada,CAN,,,47.39989,-53.39809,Bishops Ponds,G8K 0Y0
Berlin,,3329510200,2014-11-24,299900,light pink,3,2,2,False,0,3,7,2100,8163,2100,0,1984,0,3.183903631458333,Germany,DEU,,,52.11805,8.89128,Niehage,32877
Bruceton,Carroll,4035900015,2014-06-19,659500,blue,4,3,1,False,0,4,8,2620,18362,1870,750,1956,0,0.6614077876620371,USA,USA,Tennessee,TN,36.026792,-88.251804,,23111
Berlin,,6795100563,2014-07-01,595000,light pink,4,2,2,False,0,3,8,1820,20011,1820,0,1987,0,1.7787764254745366,Germany,DEU,,,53.33172,12.02014,Holzkavelgraben,67391
St_Johns,,1455600062,2014-10-21,689000,light pink,3,2,1,False,3,4,8,2080,9612,1700,380,1940,0,9.825653498136576,Canada,CAN,,,51.23337,-55.848040000000005,Indre Shoal,T3Z 9K3
